image_id,qr_index,x0,y0,x1,y1,x2,y2,x3,y3,content
2332977452_jpg.rf.03e5da8c95ee67ee6ebf31164b67a1f7,0,275.62811279296875,276.4721984863281,362.37188720703125,276.4721984863281,362.37188720703125,375.1278076171875,275.62811279296875,375.1278076171875,
2332977452_jpg.rf.03e5da8c95ee67ee6ebf31164b67a1f7,1,304.61126708984375,359.1813049316406,397.38873291015625,359.1813049316406,397.38873291015625,470.0187072753906,304.61126708984375,470.0187072753906,
2332977452_jpg.rf.03e5da8c95ee67ee6ebf31164b67a1f7,2,201.91360473632812,303.2330627441406,291.2864074707031,303.2330627441406,291.2864074707031,408.366943359375,201.91360473632812,408.366943359375,
2332977452_jpg.rf.03e5da8c95ee67ee6ebf31164b67a1f7,3,227.83343505859375,391.4366455078125,323.4999084472656,391.4366455078125,323.4999084472656,508.5633544921875,227.83343505859375,508.5633544921875,
2332977452_jpg.rf.03e5da8c95ee67ee6ebf31164b67a1f7,4,144.83570861816406,425.5001525878906,243.16429138183594,425.5001525878906,243.16429138183594,548.4998779296875,144.83570861816406,548.4998779296875,Dan Burzynski <contax@phrenetic.org>
2332977452_jpg.rf.03e5da8c95ee67ee6ebf31164b67a1f7,5,123.54674530029297,334.46087646484375,215.1199188232422,334.46087646484375,215.1199188232422,443.5391540527344,123.54674530029297,443.5391540527344,Dan Burzynski <contax@phrenetic.org>
v2VCard-BasicWikipedia_png_jpg.rf.0518f90d0bcfe70a5d2806c3ab045d22,0,10.048465728759766,10.048465728759766,627.9515380859375,10.048465728759766,627.9515380859375,627.9515380859375,10.048465728759766,627.9515380859375,"BEGIN:VCARD
VERSION:2.1
N:Gump;Forrest
FN:Forrest Gump12.01
ORG:Bubba Gump Shrimp Co.
TITLE:Shrimp Man
TEL;WORK;VOICE:(111) 555-1212
TEL;HOME;VOICE:(404) 555-1212
ADR;WORK:;;100 Waters Edge;Baytown;LA;30314;United States of America
LABEL;WORK;ENCODING=QUOTED-PRINTABLE:100 Waters Edge=0D=0ABaytown, LA 30314=0D=0AUnited States of America
ADR;HOME:;;42 Plantation St.;Baytown;LA;30314;United States of America
LABEL;HOME;ENCODING=QUOTED-PRINTABLE:42 Plantation St.=0D=0ABaytown, LA 30314=0D=0AUnited States of America
EMAIL;PREF;INTERNET:forrestgump@example.com
REV:20080424T195243Z
END:VCARD
"
curvedimage002_png_jpg.rf.051391ee5b5ad9611c8cc6ce47dd70a5,0,281.8027038574219,242.86380004882812,428.1972961425781,242.86380004882812,428.1972961425781,499.1361999511719,281.8027038574219,499.1361999511719,
pathologicalimage018_png_jpg.rf.0b75037765a4ac2e496b0c47480f83d2,0,23.867713928222656,23.31964874267578,612.1322631835938,23.31964874267578,612.1322631835938,614.6803588867188,23.867713928222656,614.6803588867188,MAILTO:name@myemail.com
5333302839_jpg.rf.05cd0205056b1174b1207e793ddc07b7,0,66.52995300292969,57.99073791503906,160.4700469970703,57.99073791503906,160.4700469970703,184.00926208496094,66.52995300292969,184.00926208496094,
IMG_20220601_163158_jpg.rf.0662aaf63947b59e060cd8fc86e27eff,,,,,,,,,,
3518681490_jpg.rf.07608a49d6c4d47e78902fc342257d57,0,264.51141357421875,235.13345336914062,364.48858642578125,235.13345336914062,364.48858642578125,396.8665466308594,264.51141357421875,396.8665466308594,
3950841244_jpg.rf.07e088834d13d199fe2980656f4ceec8,0,413.328857421875,317.92852783203125,470.671142578125,317.92852783203125,470.671142578125,435.271484375,413.328857421875,435.271484375,
nominalimage005_jpg.rf.0ba726665cc30b7c45205f226de3c798,0,221.94615173339844,63.33264923095703,536.0538330078125,63.33264923095703,536.0538330078125,576.6673583984375,221.94615173339844,576.6673583984375,
monitorimage001_jpg.rf.09f0849c68dfc76342631366a712225e,0,22.65716552734375,134.19198608398438,635.3428344726562,134.19198608398438,635.3428344726562,635.8080444335938,22.65716552734375,635.8080444335938,4376471154038
2595337520_jpg.rf.0a69f7593fdb8c5e36010f5790288061,0,143.40277099609375,240.92918395996094,229.59722900390625,240.92918395996094,229.59722900390625,362.07080078125,143.40277099609375,362.07080078125,http://japan.linkbox.eu
5164857092_jpg.rf.0ae8d2f7d8826455fc2188d15f7460ca,,,,,,,,,,
5240560535_jpg.rf.056d99d3609f86f1fd3078ba8d43e8e4,0,469.5626525878906,528.6182861328125,545.7706909179688,528.6182861328125,545.7706909179688,586.0484008789062,469.5626525878906,586.0484008789062,http://www.jbdollar.com
brightnessimage025_jpg.rf.0a6a830fd54185296a77246bff912a95,0,398.8033142089844,379.0734558105469,506.1966857910156,379.0734558105469,506.1966857910156,458.9265441894531,398.8033142089844,458.9265441894531,Version 2 QR Code Test Image
brightnessimage025_jpg.rf.0a6a830fd54185296a77246bff912a95,1,447.45770263671875,273.3878479003906,538.5422973632812,273.3878479003906,538.5422973632812,342.6121520996094,447.45770263671875,342.6121520996094,Version 1 QR
brightnessimage025_jpg.rf.0a6a830fd54185296a77246bff912a95,2,148.52760314941406,267.5653381347656,324.472412109375,267.5653381347656,324.472412109375,397.4346618652344,148.52760314941406,397.4346618652344,
glareimage019_jpg.rf.0b108cf498358a7ad4c93726d39f28b7,,,,,,,,,,
2973699715_jpg.rf.0a21c2b1ec67852ed9ef548954c15cac,,,,,,,,,,
1168_U7CcC7U2C_jpg.rf.0bdc29dd96d55ead3903d6bb421c84df,0,222.67941284179688,300.76458740234375,411.3205871582031,300.76458740234375,411.3205871582031,477.23541259765625,222.67941284179688,477.23541259765625,
5089690982_jpg.rf.05a364b6eecbd093d33b58bb43be4013,,,,,,,,,,
2593483966_jpg.rf.0b492d7bb148a346421981607542d18f,0,101.04041290283203,330.48883056640625,455.9595947265625,330.48883056640625,455.9595947265625,639.0,101.04041290283203,639.0,
monitorimage015_jpg.rf.0a2ae6fa215ede603997b733b6a65822,0,51.870338439941406,49.41947937011719,582.129638671875,49.41947937011719,582.129638671875,560.5805053710938,51.870338439941406,560.5805053710938,This is a computer generated QR Code
glareimage025_jpg.rf.0807a9eb3cdba8ce4ab398a868f66cd1,0,64.93051147460938,221.1441192626953,339.0694885253906,221.1441192626953,339.0694885253906,468.85589599609375,64.93051147460938,468.85589599609375,
4905458230_jpg.rf.0c42c405aafa290c119950838834e40f,,,,,,,,,,
blurredimage036_jpg.rf.08ffa1d4468f8aa88e6d35d3330cf372,0,85.9419174194336,67.76277160644531,568.05810546875,67.76277160644531,568.05810546875,586.2372436523438,85.9419174194336,586.2372436523438,
rotationsimage026_jpg.rf.0d5e363409ae49b3d5ce65bd23a716bf,0,426.8065490722656,266.6371765136719,544.5267944335938,266.6371765136719,544.5267944335938,418.0295104980469,426.8065490722656,418.0295104980469,
rotationsimage026_jpg.rf.0d5e363409ae49b3d5ce65bd23a716bf,1,94.5825424194336,295.3785705566406,400.0841064453125,295.3785705566406,400.0841064453125,509.9547424316406,94.5825424194336,509.9547424316406,
rotationsimage026_jpg.rf.0d5e363409ae49b3d5ce65bd23a716bf,2,327.65045166015625,207.2692413330078,420.74957275390625,207.2692413330078,420.74957275390625,319.1307678222656,327.65045166015625,319.1307678222656,
perspectiveimage030_jpg.rf.0d235b6d766c26d0356efb5c6fad0c65,,,,,,,,,,
perspectiveimage024_jpg.rf.0e932a5d8c3ca56221d5819521dd9f7c,0,167.77716064453125,166.38243103027344,394.8895263671875,166.38243103027344,394.8895263671875,358.2842712402344,167.77716064453125,358.2842712402344,
4340205893_jpg.rf.0d93acb5204e9592f55d044cfd14e8f1,0,301.0269470214844,460.165283203125,390.17303466796875,460.165283203125,390.17303466796875,552.6347045898438,301.0269470214844,552.6347045898438,
4755868280_jpg.rf.0efd7095747a6f81bfd4cd8b62064483,0,360.1236877441406,326.5920715332031,511.8763122558594,326.5920715332031,511.8763122558594,527.407958984375,360.1236877441406,527.407958984375,
4969805147_jpg.rf.0e4d578db9e83aac30b085118f91abc6,,,,,,,,,,
monitorimage011_jpg.rf.0ddf72230e58b149bee31c0013ff20d2,0,29.69403076171875,10.604148864746094,606.3059692382812,10.604148864746094,606.3059692382812,617.3958740234375,29.69403076171875,617.3958740234375,This is a computer generated QR Code
4933303845_jpg.rf.10881c5699a7e7e53443179e34c7afa4,0,494.9207458496094,347.1903991699219,577.7459106445312,347.1903991699219,577.7459106445312,452.1429443359375,494.9207458496094,452.1429443359375,2420008539
noncompliantimage008_jpg.rf.115f2e1d60ba58fe2b10cad276f90f35,0,10.080474853515625,0.0,639.0,0.0,639.0,639.0,10.080474853515625,639.0,
5327274374_jpg.rf.11419a455c178bcec20f7fdd4f5ce4a9,,,,,,,,,,
4547847651_jpg.rf.0fdad6705cd321c5f2e1949f5c1d5338,0,425.854736328125,532.96484375,513.7452392578125,532.96484375,513.7452392578125,589.8351440429688,425.854736328125,589.8351440429688,
high_versionimage020_jpg.rf.0e101816eb6a1e94b1d2e3c23eade90c,0,49.21673583984375,34.152793884277344,580.7832641601562,34.152793884277344,580.7832641601562,600.8472290039062,49.21673583984375,600.8472290039062,
2728694652_jpg.rf.0dc9f12c4dfc1773a87ba64667be4b3e,0,194.59400939941406,434.42626953125,253.8059844970703,434.42626953125,253.8059844970703,513.9737548828125,194.59400939941406,513.9737548828125,
high_versionimage026_jpg.rf.10cd0419dd3ffa298b76f39b56fc9d03,0,57.633541107177734,31.601327896118164,563.366455078125,31.601327896118164,563.366455078125,578.398681640625,57.633541107177734,578.398681640625,
high_versionimage003_jpg.rf.119d500255d22c072f08461a0dc07362,0,51.13898849487305,79.19598388671875,572.8610229492188,79.19598388671875,572.8610229492188,549.8040161132812,51.13898849487305,549.8040161132812,
blurredimage021_jpg.rf.10e56a03f92681c6f681441c8c2cb2a8,0,104.66939544677734,192.51513671875,313.3305969238281,192.51513671875,313.3305969238281,346.8182067871094,104.66939544677734,346.8182067871094,
blurredimage021_jpg.rf.10e56a03f92681c6f681441c8c2cb2a8,1,395.42376708984375,320.5807189941406,515.7762451171875,320.5807189941406,515.7762451171875,408.6192932128906,395.42376708984375,408.6192932128906,
blurredimage021_jpg.rf.10e56a03f92681c6f681441c8c2cb2a8,2,449.39324951171875,197.99484252929688,553.40673828125,197.99484252929688,553.40673828125,278.00518798828125,449.39324951171875,278.00518798828125,
2237317562_jpg.rf.100c94e81b0266bb59e3bd7e2a6fd3e6,0,48.40724563598633,149.18099975585938,227.59275817871094,149.18099975585938,227.59275817871094,308.8190002441406,48.40724563598633,308.8190002441406,
1297_U7SFimW5C_jpg.rf.10996f9a5ff82917ea03715ca30cb186,0,212.68063354492188,286.8685302734375,399.3193664550781,286.8685302734375,399.3193664550781,463.1314697265625,212.68063354492188,463.1314697265625,
0158059823_jpg.rf.11a3d4155939ee8ba295534dbd67bac3,0,255.77737426757812,221.4522705078125,408.2226257324219,221.4522705078125,408.2226257324219,428.5477294921875,255.77737426757812,428.5477294921875,
2644241344_jpg.rf.0cc9569ee36800e082881661ad0076ba,,,,,,,,,,
2860081481_jpg.rf.127b604c6b33fe201df4f140ba613137,0,296.7421875,199.01010131835938,429.2578125,199.01010131835938,429.2578125,362.9898986816406,296.7421875,362.9898986816406,http://oskast.is/
4451626429_jpg.rf.13c99f2d60a43cfadedd48874447ad9a,0,191.08355712890625,279.8289794921875,277.5830993652344,279.8289794921875,277.5830993652344,437.5043640136719,191.08355712890625,437.5043640136719,
IMG_20220529_153644_jpg.rf.0e6ae6943b2596b276ca057e238718a6,,,,,,,,,,
curvedimage016_jpg.rf.11afea6c0bf4c2ce7a449dbc767470e9,0,271.6537780761719,209.3003387451172,428.7461853027344,209.3003387451172,428.7461853027344,359.4996643066406,271.6537780761719,359.4996643066406,
curvedimage016_jpg.rf.11afea6c0bf4c2ce7a449dbc767470e9,1,301.72186279296875,375.94171142578125,405.8781433105469,375.94171142578125,405.8781433105469,462.8583068847656,301.72186279296875,462.8583068847656,
3951656300_jpg.rf.12dd6446039349931688fd854d2ef23b,0,456.6957092285156,97.40282440185547,547.3043212890625,97.40282440185547,547.3043212890625,230.59718322753906,456.6957092285156,230.59718322753906,
IMG_20220601_162852_jpg.rf.1202129bf7ef70f23b51b38999ad893a,,,,,,,,,,
4072456545_jpg.rf.138c43f69aa5566a17a052339c9cf0e3,0,144.61080932617188,230.97096252441406,471.3891906738281,230.97096252441406,471.3891906738281,473.029052734375,144.61080932617188,473.029052734375,
nominalimage051_jpg.rf.140168310f313f44e55cd2c4cac99692,0,177.20111083984375,259.3828125,462.79888916015625,259.3828125,462.79888916015625,522.6171875,177.20111083984375,522.6171875,http://goo.gl/ErBxV
3863034429_jpg.rf.14b25dcaebdfb1c06991b828960863ec,0,120.38543701171875,117.84791564941406,451.61456298828125,117.84791564941406,451.61456298828125,554.152099609375,120.38543701171875,554.152099609375,
5023713525_jpg.rf.11bb42b4c6ad3a743cd51f4d1006b8af,0,225.27206420898438,19.57036590576172,416.7279357910156,19.57036590576172,416.7279357910156,274.42962646484375,225.27206420898438,274.42962646484375,http://www.georgefox.edu/offices/murdock/LibraryInfo/mlrcrooms.html
5086551262_jpg.rf.16121ed4302ae162089a781f7d99c1b8,,,,,,,,,,
damagedimage035_jpg.rf.0de9b3bc6a552d920547135dbdfcb643,0,203.2314453125,146.57077026367188,466.7685546875,146.57077026367188,466.7685546875,472.4292297363281,203.2314453125,472.4292297363281,
4353977850_jpg.rf.1635315a3069ef8adc6c814601d5c9db,,,,,,,,,,
v2Email_png_jpg.rf.161e42529f801777df0e5d66ed52b14f,0,30.51824951171875,30.51824951171875,607.4817504882812,30.51824951171875,607.4817504882812,607.4817504882812,30.51824951171875,607.4817504882812,MAILTO:name@myemail.com
3931_W4NMtvViB_jpg.rf.14b80c51eb9c20e12632a73dc3340c35,0,215.4436492919922,178.85928344726562,416.55633544921875,178.85928344726562,416.55633544921875,372.3407287597656,215.4436492919922,372.3407287597656,http://lubes.id/191/W4NMtvViB
2810496945_jpg.rf.14597b64e81557eb6f2fac9a78101429,0,542.2350463867188,409.03619384765625,589.3649291992188,409.03619384765625,589.3649291992188,476.5638122558594,542.2350463867188,476.5638122558594,http://www.qrme.co.uk/component/qr/i/A170
pathologicalimage019_png_jpg.rf.12aed4a3cd74446c61f21868dbba7c19,0,59.152618408203125,59.152618408203125,581.5140380859375,59.152618408203125,581.5140380859375,581.5140380859375,59.152618408203125,581.5140380859375,MAILTO:name@myemail.com
2961181695_jpg.rf.14a0f65c7f07ed43da61eea61e622a72,,,,,,,,,,
perspectiveimage002_jpg.rf.178c71be1e21e8d8604d78d3c5c656d7,0,242.44442749023438,260.05828857421875,379.5555725097656,260.05828857421875,379.5555725097656,441.94171142578125,242.44442749023438,441.94171142578125,TEST 10 CM
damagedimage020_jpg.rf.166267c3ca6c8d401ff5ed51978abc89,,,,,,,,,,
shadowsimage004_jpg.rf.151d5cfd1a021acfe1002095e5a761c8,0,339.1571960449219,444.7463684082031,529.8427734375,444.7463684082031,529.8427734375,590.2536010742188,339.1571960449219,590.2536010742188,Version 2 QR Code Test Image
shadowsimage004_jpg.rf.151d5cfd1a021acfe1002095e5a761c8,1,428.4010009765625,263.2519226074219,583.5989990234375,263.2519226074219,583.5989990234375,378.7480773925781,428.4010009765625,378.7480773925781,Version 1 QR
4890601028_jpg.rf.11e5854e53bd0441575608bad687aa9f,0,129.67005920410156,158.52105712890625,346.3299560546875,158.52105712890625,346.3299560546875,467.47894287109375,129.67005920410156,467.47894287109375,
IMG_20220602_160457_jpg.rf.14a35a9487de298cf53d7520bf1505a0,0,269.5238037109375,144.83367919921875,474.4761962890625,144.83367919921875,474.4761962890625,296.16632080078125,269.5238037109375,296.16632080078125,
1073_U7zz1gn3C_jpg.rf.15642a0606aa60e52bc1b0c7d3605349,0,84.83086395263672,44.120880126953125,577.1691284179688,44.120880126953125,577.1691284179688,505.8791198730469,84.83086395263672,505.8791198730469,http://www.lubes.id/197/U7zz1gn3C
4297035406_jpg.rf.183f84151fc92d0206b56e17d0fedc2a,0,305.2001953125,247.26206970214844,639.0,247.26206970214844,639.0,500.7379455566406,305.2001953125,500.7379455566406,
IMG_20220602_172106_jpg.rf.18072f4bcbe8197579d69f75d0f1ae48,0,365.69964599609375,339.8424987792969,460.30035400390625,339.8424987792969,460.30035400390625,414.1575012207031,365.69964599609375,414.1575012207031,http://www.instagram.com/_lamapu
3360042676_jpg.rf.1901651c3532115ea3430fc00b1205dd,0,191.1503448486328,233.8108367919922,290.8496398925781,233.8108367919922,290.8496398925781,371.5224914550781,191.1503448486328,371.5224914550781,URL:http://www.cityofmanor.org/smartcode/smartcode5
3413103472_jpg.rf.147ca16448a2aa327cafe7a3e7f5b9ef,,,,,,,,,,
2502688432_jpg.rf.156935991247f555c48972a39bfa55cc,0,406.6207580566406,85.93217468261719,471.3792419433594,85.93217468261719,471.3792419433594,171.267822265625,406.6207580566406,171.267822265625,http://myspace.com/vendredisnocturnes
2502688432_jpg.rf.156935991247f555c48972a39bfa55cc,1,335.37469482421875,83.63886260986328,401.0252990722656,83.63886260986328,401.0252990722656,171.9611358642578,335.37469482421875,171.9611358642578,TEL:5148476214
4001018841_jpg.rf.1944855c3fe21a3f2e8ea01d5dead34a,0,134.2391357421875,52.20792770385742,435.7608642578125,52.20792770385742,435.7608642578125,479.7920837402344,134.2391357421875,479.7920837402344,
curvedimage047_jpg.rf.196eb6daa443961efd84f082122db388,0,70.43214416503906,62.37725067138672,559.56787109375,62.37725067138672,559.56787109375,537.6227416992188,70.43214416503906,537.6227416992188,http://www.youtube.com/watch?v=7qa6Bho4OyM&feature=share&list=PLk13TE2t32tgRCVo0q8tTB1CyZyMDQCNH&index=10
2755677855_jpg.rf.1956164b833d27ec3ca5a18aeaacf0fb,0,334.3318786621094,275.56536865234375,381.26812744140625,275.56536865234375,381.26812744140625,338.43463134765625,334.3318786621094,338.43463134765625,http://wezm.net/qr
3973937357_jpg.rf.184e0ac2c3489706ce9357af795647cf,0,401.53826904296875,259.1658020019531,519.4617309570312,259.1658020019531,519.4617309570312,364.8341979980469,401.53826904296875,364.8341979980469,
curvedimage042_jpg.rf.1977718ad196776fad50a9f169dbea99,0,280.3157958984375,327.97149658203125,425.6842041015625,327.97149658203125,425.6842041015625,441.02850341796875,280.3157958984375,441.02850341796875,
1712_U73QTJ2kC_jpg.rf.19841ec55f3aef4e59f8219caa707db5,0,204.01495361328125,290.235107421875,423.98504638671875,290.235107421875,423.98504638671875,483.764892578125,204.01495361328125,483.764892578125,
nominalimage057_jpg.rf.18b1df0639305aee0aaad33e23c652db,0,39.64098358154297,46.825599670410156,580.3590087890625,46.825599670410156,580.3590087890625,565.1743774414062,39.64098358154297,565.1743774414062,
4406850206_jpg.rf.17e278a2848a74970da73e786226a14b,0,257.3397216796875,203.50601196289062,309.86029052734375,203.50601196289062,309.86029052734375,276.093994140625,257.3397216796875,276.093994140625,http://m.tntpost.nl/QRcode
4598979686_jpg.rf.1996fbc1657cc30336ecdb9b38934d1d,0,177.02865600585938,53.30207443237305,524.9713134765625,53.30207443237305,524.9713134765625,316.69793701171875,177.02865600585938,316.69793701171875,TEL:+4992815939305
3964900069_jpg.rf.8fe5636d1b7a3fd08d624cd2e6f2addb,0,473.43621826171875,20.245275497436523,626.1637573242188,20.245275497436523,626.1637573242188,236.5547332763672,473.43621826171875,236.5547332763672,
nominalimage021_jpg.rf.8f37210d3593c241b3a56c3635373e32,0,356.9981994628906,76.94739532470703,461.66845703125,76.94739532470703,461.66845703125,231.0526123046875,356.9981994628906,231.0526123046875,
bright_spotsimage012_jpg.rf.915f8eb3c83f0e7da21d62e32ac9c694,0,333.3746032714844,179.30581665039062,413.4253845214844,179.30581665039062,413.4253845214844,241.0941925048828,333.3746032714844,241.0941925048828,
2236449471_jpg.rf.8ff2333863aeaff771f634bb3d19d7e7,0,221.3759002685547,261.1103210449219,361.9574279785156,261.1103210449219,361.9574279785156,367.5563659667969,221.3759002685547,367.5563659667969,www.tagmore.com/esmadrid
3256202185_jpg.rf.8ffb3137e6b582c532a25645f0c87de8,,,,,,,,,,
4541365690_jpg.rf.91ad7e2d78b1fa8bc5fbdda15f35bd97,,,,,,,,,,
damagedimage027_jpg.rf.8ff8a9365a5275632c6dff4492a848bb,,,,,,,,,,
4353596623_jpg.rf.905e2c2529764c21e953e6fba918080f,,,,,,,,,,
brightnessimage021_jpg.rf.9128e2973197b70934e1fdc8bb76836d,,,,,,,,,,
rotationsimage017_jpg.rf.90f2f3adf3e45a83f1af7ca1baad6534,0,240.8299102783203,393.081787109375,392.3700866699219,393.081787109375,392.3700866699219,516.918212890625,240.8299102783203,516.918212890625,
rotationsimage017_jpg.rf.90f2f3adf3e45a83f1af7ca1baad6534,1,421.34991455078125,382.110107421875,557.6500854492188,382.110107421875,557.6500854492188,495.889892578125,421.34991455078125,495.889892578125,
rotationsimage017_jpg.rf.90f2f3adf3e45a83f1af7ca1baad6534,2,227.60643005371094,153.09136962890625,478.3935852050781,153.09136962890625,478.3935852050781,347.5753173828125,227.60643005371094,347.5753173828125,
bright_spotsimage023_jpg.rf.91a42c4b35c66e4e8c3d906b923a69b0,0,135.51693725585938,256.57366943359375,316.08306884765625,256.57366943359375,316.08306884765625,390.226318359375,135.51693725585938,390.226318359375,
perspectiveimage006_jpg.rf.928d7aebf0029bc48f138f0cca56893b,0,240.599853515625,224.99977111816406,349.400146484375,224.99977111816406,349.400146484375,401.000244140625,240.599853515625,401.000244140625,
2124956651_jpg.rf.90382de84bbc5de247b7dc2230056505,,,,,,,,,,
4498124087_jpg.rf.92f7fd542c50c9651ef236e8a60704b9,0,235.2191925048828,289.3818359375,400.78082275390625,289.3818359375,400.78082275390625,509.6181640625,235.2191925048828,509.6181640625,"thanks for pulling out your phone just to read this! if i am not around, please feel free to email me at mailto:dret@berkeley.edu."
monitorimage010_jpg.rf.949555163d63ab442c3d7cd6495abe96,0,13.973884582519531,0.0,632.026123046875,0.0,632.026123046875,639.0,13.973884582519531,639.0,This is a computer generated QR Code
5281066618_jpg.rf.93efa1d1c44b8fe5edea728b51f30c03,,,,,,,,,,
curvedimage040_jpg.rf.90eafc2715dfd2cb72ec1cafbee1d7b1,0,238.4090576171875,355.8153381347656,388.9242858886719,355.8153381347656,388.9242858886719,483.5179748535156,238.4090576171875,483.5179748535156,
blurredimage007_jpg.rf.90416e9b089b537d1bd9769c66127297,0,273.94677734375,329.5069885253906,436.05322265625,329.5069885253906,436.05322265625,442.4930114746094,273.94677734375,442.4930114746094,
glareimage022_jpg.rf.953613981c244fc8472fe5be3827730a,0,108.95317840576172,152.7241973876953,427.04681396484375,152.7241973876953,427.04681396484375,465.27581787109375,108.95317840576172,465.27581787109375,
IMG_20220604_153549_jpg.rf.91f61603d6c633dd3eb14ecb74c332a0,,,,,,,,,,
4693287145_jpg.rf.927ceb8400472bac516270423168ded3,0,436.5699157714844,119.02933502197266,501.4300842285156,119.02933502197266,501.4300842285156,167.77066040039062,436.5699157714844,167.77066040039062,
closeimage019_jpg.rf.9370e31fbc428db9bbc9e2bb4d03a4f7,0,18.209495544433594,59.95747375488281,628.79052734375,59.95747375488281,628.79052734375,511.04254150390625,18.209495544433594,511.04254150390625,VERSION 2 8CM
IMG_20220602_160103_jpg.rf.91f71801fc251ad18919f233f146d4bd,0,172.10214233398438,456.1303405761719,305.8978576660156,456.1303405761719,305.8978576660156,560.8696899414062,172.10214233398438,560.8696899414062,
3227130466_jpg.rf.94ed32fd69c3005a8e1e664ae19ea6d2,0,369.91046142578125,154.47976684570312,547.0895385742188,154.47976684570312,547.0895385742188,284.5202331542969,369.91046142578125,284.5202331542969,http://bit.ly/iTyW
3227130466_jpg.rf.94ed32fd69c3005a8e1e664ae19ea6d2,1,103.56490325927734,130.65853881835938,285.4350891113281,130.65853881835938,285.4350891113281,273.3414611816406,103.56490325927734,273.3414611816406,
glareimage007_jpg.rf.94252b814000b4d6aaf987126fcf58ce,0,25.230850219726562,69.70530700683594,269.7691650390625,69.70530700683594,269.7691650390625,337.294677734375,25.230850219726562,337.294677734375,
glareimage007_jpg.rf.94252b814000b4d6aaf987126fcf58ce,1,317.70123291015625,206.48980712890625,616.2987670898438,206.48980712890625,616.2987670898438,579.5101928710938,317.70123291015625,579.5101928710938,
5333320531_jpg.rf.95a89d430faca4fa27c601894eac65ff,0,111.5571517944336,498.2198181152344,183.10951232910156,498.2198181152344,183.10951232910156,615.7802124023438,111.5571517944336,615.7802124023438,http://bit.ly/fwmG8N
5333320531_jpg.rf.95a89d430faca4fa27c601894eac65ff,1,220.98524475097656,91.26097106933594,452.0147705078125,91.26097106933594,452.0147705078125,387.7390441894531,220.98524475097656,387.7390441894531,
5230035431_jpg.rf.9570b808e79d1f8ef3e2a43c6249c261,0,287.76708984375,417.3541259765625,493.23291015625,417.3541259765625,493.23291015625,639.0,287.76708984375,639.0,
